"SEQN","Gender_discrete","Age_continuous","Race_discrete","Education_discrete","WTINT2YR_continuous","WTMEC2YR_continuous","SDMVPSU_continuous","SDMVSTRA_continuous"
89315,"Male",7,"Non-Hispanic White",NA,22140.03192,0,2,125
89316,"Female",61,"Non-Hispanic White","Some college or AA degree",108948.340179,107036.187325,2,132
89317,"Male",24,"Non-Hispanic Black","Some college or AA degree",28183.870854,28120.204108,2,132
89318,"Female",1,"Non-Hispanic White",NA,23268.345751,23331.389124,2,122
89319,"Male",60,"Non-Hispanic White","College graduate or above",118600.431044,117472.437133,1,123
89320,"Male",65,"Other Race - Including Multi-Racial","College graduate or above",14471.154605,20179.417316,2,133
89321,"Female",67,"Non-Hispanic Black","Some college or AA degree",16734.334421,16668.936527,2,126
89322,"Female",8,"Non-Hispanic Black",NA,6277.512891,6265.180256,1,123
89323,"Male",10,"Other Hispanic",NA,17432.064007,19566.616153,1,132
89324,"Male",6,"Mexican American",NA,22571.686403,22977.903294,1,122
89325,"Male",44,"Non-Hispanic White","Some college or AA degree",26872.19771,26877.746672,2,120
89326,"Male",54,"Non-Hispanic Black","Less than 9th grade",32920.593532,32392.986197,2,121
89327,"Female",73,"Non-Hispanic Black","9-11th grade (Includes 12th grade with no diploma)",21943.349083,23544.482063,1,132
89328,"Female",15,"Other Hispanic",NA,13061.40243,13126.71132,1,120
89329,"Female",43,"Non-Hispanic Black","Some college or AA degree",21042.049731,21766.695081,1,126
89330,"Male",12,"Mexican American",NA,18485.822008,18013.9062,1,120
89331,"Male",35,"Non-Hispanic White","Some college or AA degree",75295.821679,77625.451212,1,131
89332,"Female",77,"Non-Hispanic Black","Some college or AA degree",14681.417217,14665.626301,2,126
89333,"Female",11,"Non-Hispanic Black",NA,8926.762549,10453.474999,2,133
89334,"Male",17,"Mexican American",NA,15529.769761,15382.620821,1,121
89335,"Male",37,"Non-Hispanic Black","High school graduate/GED or equivalent",30985.655361,34836.816064,2,127
89336,"Male",17,"Non-Hispanic Black",NA,13286.582369,13997.431551,2,131
89337,"Female",6,"Other Hispanic",NA,12313.055541,14152.203735,1,125
89338,"Female",68,"Non-Hispanic White","Some college or AA degree",50296.216183,49826.658472,2,130
89339,"Male",80,"Non-Hispanic White","High school graduate/GED or equivalent",15841.120203,17212.624711,1,125
89340,"Female",24,"Mexican American","College graduate or above",36445.705852,39316.610233,2,127
89341,"Female",16,"Mexican American",NA,12072.139738,13931.533173,1,131
89342,"Male",8,"Mexican American",NA,11085.703463,11257.865887,1,120
89343,"Female",16,"Other Race - Including Multi-Racial",NA,17192.363933,16645.649792,2,120
89344,"Male",0,"Non-Hispanic White",NA,11812.457584,12798.884753,1,131
89345,"Female",30,"Other Hispanic","College graduate or above",27578.8334,28848.283171,1,124
89346,"Male",48,"Mexican American","9-11th grade (Includes 12th grade with no diploma)",50854.824756,52589.239601,1,128
89347,"Male",19,"Non-Hispanic White",NA,23212.577855,24240.917456,1,125
89348,"Female",43,"Non-Hispanic Black","Some college or AA degree",22110.206232,22157.678044,1,126
89349,"Male",17,"Non-Hispanic Black",NA,13470.26784,13382.59812,2,131
89350,"Male",57,"Non-Hispanic White","College graduate or above",34049.20519,36270.081964,2,122
89351,"Female",67,"Other Hispanic","Less than 9th grade",5965.262842,7240.475668,1,119
89352,"Male",66,"Mexican American","High school graduate/GED or equivalent",9325.38277,9652.042775,1,120
89353,"Male",36,"Mexican American","Some college or AA degree",24494.468888,25463.372657,1,120
89354,"Male",39,"Non-Hispanic Black","Some college or AA degree",32660.418187,34562.152915,1,132
89355,"Male",71,"Mexican American","Less than 9th grade",9527.364182,12005.567992,1,128
89356,"Female",10,"Non-Hispanic White",NA,20920.904447,27732.856458,2,132
89357,"Male",39,"Non-Hispanic Black","Some college or AA degree",25605.511489,27096.456587,1,132
89358,"Male",42,"Non-Hispanic White","High school graduate/GED or equivalent",30484.086081,30335.279173,1,131
89359,"Female",30,"Non-Hispanic White","Some college or AA degree",38512.163171,48762.677954,2,127
89360,"Female",7,"Mexican American",NA,9735.820814,9973.330389,2,124
89361,"Female",6,"Other Race - Including Multi-Racial",NA,11737.068399,11956.22359,2,121
89362,"Female",41,"Non-Hispanic White","College graduate or above",160613.208663,167960.371959,1,132
89363,"Male",13,"Non-Hispanic Black",NA,15614.04267,15512.420433,2,130
89364,"Female",23,"Non-Hispanic Black","High school graduate/GED or equivalent",29425.052496,29497.316053,1,123
89365,"Male",1,"Non-Hispanic White",NA,16555.409275,17147.794673,2,126
89366,"Male",5,"Non-Hispanic Black",NA,12017.333773,12633.052947,1,132
89367,"Male",58,"Non-Hispanic White","High school graduate/GED or equivalent",161468.891076,165591.315453,1,122
89368,"Male",3,"Other Race - Including Multi-Racial",NA,12022.989407,11871.466897,1,130
89369,"Male",16,"Non-Hispanic Black",NA,18783.486093,18706.562046,2,121
89370,"Male",69,"Other Race - Including Multi-Racial","College graduate or above",153149.454821,152961.312995,2,125
89371,"Male",63,"Non-Hispanic Black","9-11th grade (Includes 12th grade with no diploma)",14080.095558,17337.242169,1,126
89372,"Female",1,"Non-Hispanic Black",NA,7906.610909,8218.589095,1,125
89373,"Female",63,"Non-Hispanic Black","High school graduate/GED or equivalent",18310.833177,24711.295496,2,133
89374,"Male",38,"Other Race - Including Multi-Racial","9-11th grade (Includes 12th grade with no diploma)",36228.407444,0,2,124
89375,"Male",8,"Other Race - Including Multi-Racial",NA,12737.918842,14182.296062,2,129
89376,"Female",65,"Non-Hispanic White","Some college or AA degree",36015.208797,35383.10569,2,125
89377,"Female",17,"Non-Hispanic Black",NA,16333.027161,16071.350365,2,131
89378,"Male",13,"Non-Hispanic Black",NA,18016.203081,18154.047165,2,130
89379,"Male",12,"Non-Hispanic White",NA,33099.245712,45601.295458,2,131
89380,"Male",5,"Non-Hispanic Black",NA,12017.333773,12633.052947,1,132
89381,"Male",68,"Other Hispanic","Less than 9th grade",9402.051305,9233.542025,1,125
89382,"Male",55,"Non-Hispanic White","Some college or AA degree",102947.797466,105576.133531,2,131
89383,"Male",50,"Mexican American","9-11th grade (Includes 12th grade with no diploma)",17868.856517,18478.27775,1,127
89384,"Male",22,"Non-Hispanic Black","High school graduate/GED or equivalent",28183.870854,28182.270764,1,131
89385,"Female",2,"Other Hispanic",NA,11653.851047,12209.461066,2,130
89386,"Male",2,"Other Hispanic",NA,10352.54453,10678.691632,2,128
89387,"Male",15,"Non-Hispanic White",NA,26141.95006,27005.619009,1,131
89388,"Female",11,"Mexican American",NA,9793.625027,9802.868343,1,121
89389,"Female",68,"Other Hispanic","College graduate or above",9440.214707,9166.833894,1,129
89390,"Female",52,"Other Hispanic","Some college or AA degree",13208.465496,15021.709156,1,119
89391,"Male",68,"Non-Hispanic White","College graduate or above",164930.182115,164727.56784,2,125
89392,"Male",20,"Other Race - Including Multi-Racial","High school graduate/GED or equivalent",13867.405477,14130.571574,1,121
89393,"Male",17,"Other Hispanic",NA,18017.06839,17435.085749,1,129
89394,"Female",11,"Mexican American",NA,13523.391172,15543.321998,2,122
89395,"Female",51,"Non-Hispanic White","Some college or AA degree",183834.833097,182690.56575,1,130
89396,"Female",0,"Non-Hispanic White",NA,14563.816851,15777.498535,1,123
89397,"Male",52,"Mexican American","9-11th grade (Includes 12th grade with no diploma)",27245.542814,27673.951279,1,132
89398,"Female",0,"Mexican American",NA,6135.352019,6368.796293,1,128
89399,"Female",30,"Other Race - Including Multi-Racial","College graduate or above",29792.157481,31626.582542,1,132
89400,"Female",52,"Non-Hispanic Black","High school graduate/GED or equivalent",17557.675692,17595.372974,2,126
89401,"Male",16,"Other Hispanic",NA,20142.306417,19951.452394,1,127
89402,"Female",55,"Other Hispanic","Less than 9th grade",16798.050896,17264.391749,2,133
89403,"Male",74,"Mexican American","High school graduate/GED or equivalent",11069.713547,11188.896194,1,127
89404,"Male",71,"Non-Hispanic White","Some college or AA degree",15694.368006,15916.911834,1,130
89405,"Female",2,"Non-Hispanic Black",NA,4878.673923,5399.629251,1,119
89406,"Female",12,"Mexican American",NA,15547.607223,15555.652818,1,121
89407,"Female",32,"Other Race - Including Multi-Racial","Some college or AA degree",21090.071768,22388.673799,2,121
89408,"Male",50,"Mexican American","Less than 9th grade",26883.989504,27306.712911,1,122
89409,"Female",4,"Other Hispanic",NA,10796.258324,11415.140129,2,129
89410,"Female",12,"Other Hispanic",NA,26690.220827,26736.680672,1,121
89411,"Male",1,"Other Race - Including Multi-Racial",NA,25255.888098,24937.594916,2,122
89412,"Female",62,"Non-Hispanic Black","Less than 9th grade",22133.20714,21912.712149,2,126
89413,"Male",80,"Non-Hispanic White","College graduate or above",43112.424088,46071.723561,2,122
89414,"Male",20,"Non-Hispanic Black","9-11th grade (Includes 12th grade with no diploma)",27567.533184,29286.803428,2,125
89415,"Male",10,"Non-Hispanic White",NA,61273.985514,70249.175236,1,130
89416,"Female",10,"Non-Hispanic Black",NA,8972.279313,9269.947844,1,129
89417,"Female",48,"Other Race - Including Multi-Racial","High school graduate/GED or equivalent",29135.504179,31124.861213,1,132
89418,"Male",13,"Non-Hispanic Black",NA,13487.755596,13399.972059,2,132
89419,"Male",58,"Non-Hispanic White","High school graduate/GED or equivalent",88880.585374,92365.384305,1,125
89420,"Female",67,"Non-Hispanic White","College graduate or above",38016.05373,37661.14172,2,125
89421,"Female",1,"Other Hispanic",NA,9868.333235,0,1,128
89422,"Male",80,"Non-Hispanic White","High school graduate/GED or equivalent",18405.03353,19832.847214,1,130
89423,"Female",0,"Other Hispanic",NA,4553.118951,5007.946427,1,124
89424,"Female",17,"Other Race - Including Multi-Racial",NA,16509.851945,15984.841565,2,129
89425,"Male",36,"Non-Hispanic White","College graduate or above",130448.6382,134484.678889,1,126
89426,"Male",29,"Non-Hispanic White","High school graduate/GED or equivalent",47313.765713,50863.931538,1,125
89427,"Male",11,"Non-Hispanic White",NA,19893.85868,23827.76841,1,127
89428,"Male",17,"Non-Hispanic White",NA,45467.146428,55940.918345,1,127
89429,"Male",0,"Non-Hispanic Black",NA,9237.436991,9678.590835,1,125
89430,"Male",13,"Mexican American",NA,19963.046408,19540.577248,1,126
89431,"Female",7,"Non-Hispanic White",NA,48048.790838,47166.956028,1,126
89432,"Female",8,"Other Hispanic",NA,12200.850929,12224.892262,1,127
89433,"Female",74,"Non-Hispanic White","High school graduate/GED or equivalent",64138.617616,0,1,120
89434,"Female",46,"Other Race - Including Multi-Racial","College graduate or above",20745.892275,21875.058103,2,126
89435,"Female",46,"Non-Hispanic White","College graduate or above",72392.1082,74148.785386,2,127
89436,"Male",33,"Other Race - Including Multi-Racial","Some college or AA degree",12973.317946,13487.784374,1,119
89437,"Male",70,"Non-Hispanic White","College graduate or above",80073.390578,79868.219676,1,132
89438,"Male",38,"Mexican American","Some college or AA degree",37690.370491,0,1,128
89439,"Male",72,"Non-Hispanic White","College graduate or above",12161.546819,12333.995764,1,131
89440,"Female",17,"Other Race - Including Multi-Racial",NA,9523.701354,12421.559129,1,131
89441,"Female",67,"Other Hispanic","Less than 9th grade",7802.821735,9470.855252,2,125
89442,"Male",51,"Other Race - Including Multi-Racial","9-11th grade (Includes 12th grade with no diploma)",18432.03509,18419.057886,1,129
89443,"Male",80,"Non-Hispanic White","High school graduate/GED or equivalent",51673.778771,55220.742077,1,126
89444,"Female",48,"Mexican American","Less than 9th grade",22212.639678,28386.197065,1,128
89445,"Male",32,"Non-Hispanic White","Some college or AA degree",50129.156096,51680.136746,2,123
89446,"Female",61,"Other Race - Including Multi-Racial","9-11th grade (Includes 12th grade with no diploma)",21456.406448,20891.978932,1,122
89447,"Male",0,"Non-Hispanic White",NA,18427.249053,19966.060005,2,121
89448,"Female",17,"Other Race - Including Multi-Racial",NA,11578.242753,11234.760774,2,128
89449,"Female",1,"Other Race - Including Multi-Racial",NA,12127.978663,12037.309306,2,122
89450,"Female",1,"Non-Hispanic White",NA,25012.720018,27963.534402,2,132
89451,"Female",3,"Mexican American",NA,11659.173426,12215.037196,1,120
89452,"Male",0,"Non-Hispanic White",NA,9046.109107,10375.480447,2,132
89453,"Female",25,"Non-Hispanic White","High school graduate/GED or equivalent",77942.961749,82324.104057,2,121
89454,"Female",4,"Non-Hispanic Black",NA,8354.123573,8683.759666,2,131
89455,"Male",65,"Mexican American","Less than 9th grade",7920.854536,7778.892166,1,125
89456,"Female",16,"Other Race - Including Multi-Racial",NA,12694.780271,12550.531753,2,124
89457,"Female",48,"Non-Hispanic White","College graduate or above",146770.76621,169956.068501,2,122
89458,"Female",70,"Other Race - Including Multi-Racial","Some college or AA degree",78301.025945,81740.494014,2,125
89459,"Male",54,"Non-Hispanic White","High school graduate/GED or equivalent",26580.224663,27258.838143,1,131
89460,"Male",11,"Non-Hispanic White",NA,22639.879224,22767.88609,1,131
89461,"Male",4,"Other Hispanic",NA,14563.897898,15080.57504,1,124
89462,"Male",29,"Other Race - Including Multi-Racial","College graduate or above",24604.547573,26869.925269,2,122
89463,"Male",14,"Mexican American",NA,20753.06466,20082.704581,2,130
89464,"Female",5,"Non-Hispanic White",NA,32232.37358,36034.908911,1,130
89465,"Female",55,"Mexican American","9-11th grade (Includes 12th grade with no diploma)",17351.968116,0,1,127
89466,"Male",4,"Non-Hispanic White",NA,35843.779207,36134.666341,2,131
89467,"Female",16,"Mexican American",NA,15547.607223,15555.652818,1,120
89468,"Female",12,"Non-Hispanic White",NA,55057.808676,57122.052232,1,131
89469,"Male",77,"Other Race - Including Multi-Racial","College graduate or above",16496.474433,0,2,133
89470,"Female",46,"Non-Hispanic Black","Some college or AA degree",23453.41052,23503.766265,1,129
89471,"Female",75,"Non-Hispanic Black","9-11th grade (Includes 12th grade with no diploma)",19171.003221,19033.988827,1,125
89472,"Male",75,"Non-Hispanic White","Some college or AA degree",11923.085117,12092.152709,1,131
89473,"Female",68,"Non-Hispanic Black","Some college or AA degree",21252.359547,21169.30518,2,125
89474,"Female",29,"Non-Hispanic White","College graduate or above",86334.346734,87369.050543,1,130
89475,"Female",46,"Non-Hispanic Black","College graduate or above",22450.161976,22498.363692,1,129
89476,"Female",44,"Non-Hispanic Black","Some college or AA degree",15210.982313,15734.817574,1,119
89477,"Male",31,"Non-Hispanic White","College graduate or above",144868.155442,147880.69347,1,122
89478,"Female",4,"Non-Hispanic Black",NA,11377.485453,11450.657552,2,124
89479,"Male",11,"Other Race - Including Multi-Racial",NA,12763.432688,12631.077057,2,128
89480,"Female",9,"Non-Hispanic Black",NA,10102.52761,10082.680453,2,126
89481,"Female",0,"Other Race - Including Multi-Racial",NA,15280.132678,16678.083074,2,119
89482,"Female",70,"Non-Hispanic White","Some college or AA degree",80797.36173,83647.034635,2,125
89483,"Female",56,"Mexican American","9-11th grade (Includes 12th grade with no diploma)",11709.112101,11742.14525,1,121
89484,"Male",4,"Other Hispanic",NA,12977.535438,13384.933463,1,120
89485,"Male",35,"Non-Hispanic Black","9-11th grade (Includes 12th grade with no diploma)",28683.934318,30354.128303,1,132
89486,"Female",12,"Other Race - Including Multi-Racial",NA,7373.040449,7138.579063,2,132
