"SEQN","Gender_discrete","Age_continuous","Race_discrete","Education_discrete","WTINT2YR_continuous","WTMEC2YR_continuous","SDMVPSU_continuous","SDMVSTRA_continuous"
88995,"Male",1,"Mexican American",NA,10650.198321,11085.687614,2,129
88996,"Male",33,"Other Race - Including Multi-Racial","Some college or AA degree",25132.486574,26129.133742,1,130
88997,"Male",11,"Non-Hispanic White",NA,41619.92416,41336.533633,2,128
88998,"Male",17,"Non-Hispanic Black",NA,13253.075784,13166.819634,2,120
88999,"Female",16,"Mexican American",NA,20219.720267,20563.45154,1,127
89000,"Female",69,"Non-Hispanic Black","Some college or AA degree",25896.89753,25795.692276,1,132
89001,"Male",16,"Non-Hispanic Black",NA,15614.04267,15512.420433,2,130
89002,"Female",6,"Non-Hispanic White",NA,25075.349958,24787.433305,2,131
89003,"Male",52,"Non-Hispanic White","Some college or AA degree",133084.593167,142408.00476,1,127
89004,"Female",0,"Mexican American",NA,5454.853937,5610.738789,2,121
89005,"Male",43,"Other Race - Including Multi-Racial","9-11th grade (Includes 12th grade with no diploma)",20044.480708,20030.36825,1,129
89006,"Male",50,"Other Race - Including Multi-Racial","9-11th grade (Includes 12th grade with no diploma)",20884.165565,20976.165707,2,122
89007,"Male",2,"Other Race - Including Multi-Racial",NA,11963.315415,12090.16517,2,122
89008,"Female",16,"Non-Hispanic White",NA,53055.706542,55044.886696,1,131
89009,"Female",71,"Non-Hispanic White","High school graduate/GED or equivalent",45307.96496,51541.657183,2,132
89010,"Male",14,"Mexican American",NA,15083.548114,14698.487348,1,121
89011,"Male",2,"Other Hispanic",NA,8905.333792,9869.846374,1,119
89012,"Female",24,"Non-Hispanic White","Some college or AA degree",75949.957966,79295.984201,1,119
89013,"Female",54,"Other Hispanic","Some college or AA degree",13544.908638,13764.270731,1,125
89014,"Female",51,"Non-Hispanic Black","College graduate or above",38377.628889,39821.953106,1,126
89015,"Male",80,"Other Hispanic","Some college or AA degree",9527.364182,10149.169036,1,127
89016,"Male",7,"Non-Hispanic Black",NA,10978.988318,11357.720886,2,131
89017,"Female",1,"Other Race - Including Multi-Racial",NA,6681.473903,7681.88567,2,132
89018,"Female",2,"Non-Hispanic White",NA,26390.869152,26564.284324,2,125
89019,"Male",36,"Mexican American","High school graduate/GED or equivalent",26523.522849,27511.963769,2,132
89020,"Female",57,"Non-Hispanic White","Some college or AA degree",94298.690502,94961.511625,1,125
89021,"Female",12,"Non-Hispanic White",NA,24788.723062,25399.385035,2,126
89022,"Male",76,"Mexican American","Less than 9th grade",11308.97764,11242.037093,1,128
89023,"Male",10,"Other Race - Including Multi-Racial",NA,12162.4081,13541.527045,2,121
89024,"Male",1,"Mexican American",NA,9489.853377,9787.764143,1,120
89025,"Female",48,"Other Race - Including Multi-Racial","Less than 9th grade",23936.688488,24790.891392,1,129
89026,"Female",36,"Other Race - Including Multi-Racial","College graduate or above",20144.274112,21174.210245,2,121
89027,"Male",14,"Non-Hispanic Black",NA,17309.922854,0,1,129
89028,"Female",54,"Other Hispanic","Some college or AA degree",18066.186947,18358.77191,1,124
89029,"Male",12,"Mexican American",NA,17214.824115,16795.864438,2,133
89030,"Female",9,"Other Race - Including Multi-Racial",NA,12256.58876,12512.959192,2,124
89031,"Female",41,"Other Race - Including Multi-Racial","Some college or AA degree",21511.620013,21668.029862,1,119
89032,"Male",9,"Other Hispanic",NA,13487.674305,13971.921995,1,127
89033,"Female",3,"Mexican American",NA,19402.984124,23216.926686,2,120
89034,"Female",69,"Non-Hispanic White","High school graduate/GED or equivalent",155869.049871,162558.128767,1,126
89035,"Male",80,"Mexican American","9-11th grade (Includes 12th grade with no diploma)",11308.97764,13089.572022,1,128
89036,"Female",46,"Non-Hispanic White","College graduate or above",41431.145216,41531.769338,1,130
89037,"Male",11,"Other Hispanic",NA,14213.441157,16965.587976,2,127
89038,"Female",25,"Non-Hispanic White","Some college or AA degree",71185.00774,72038.149062,2,125
89039,"Male",7,"Non-Hispanic Black",NA,10067.047064,10489.330856,2,126
89040,"Male",45,"Non-Hispanic Black","High school graduate/GED or equivalent",19680.555689,24677.675172,1,132
89041,"Female",48,"Non-Hispanic White","High school graduate/GED or equivalent",142366.15389,140833.705431,1,125
89042,"Male",20,"Other Race - Including Multi-Racial","High school graduate/GED or equivalent",50452.425035,53704.38458,2,125
89043,"Male",49,"Non-Hispanic White","Some college or AA degree",32146.854413,31989.930764,1,131
89044,"Male",30,"Non-Hispanic White","College graduate or above",159277.224817,164205.213097,2,127
89045,"Male",19,"Non-Hispanic Black",NA,13362.132293,13275.166361,2,126
89046,"Female",1,"Non-Hispanic Black",NA,5244.372783,5451.304669,2,133
89047,"Male",37,"Non-Hispanic Black","Some college or AA degree",27703.743156,32755.17866,1,132
89048,"Female",6,"Non-Hispanic Black",NA,11287.919559,11293.106904,1,121
89049,"Male",11,"Other Race - Including Multi-Racial",NA,11803.035072,13141.404015,1,129
89050,"Male",14,"Non-Hispanic White",NA,22644.140474,23158.463329,2,123
89051,"Female",80,"Other Race - Including Multi-Racial","Some college or AA degree",22982.943086,24773.650232,2,122
89052,"Female",72,"Other Hispanic","Some college or AA degree",12662.194096,12241.751649,1,127
89053,"Male",11,"Non-Hispanic White",NA,68247.731484,78244.410059,2,130
89054,"Male",49,"Non-Hispanic Black","Less than 9th grade",14664.730713,14429.703981,1,123
89055,"Female",5,"Other Hispanic",NA,20465.877199,0,2,122
89056,"Male",17,"Mexican American",NA,19987.624555,22465.717396,2,132
89057,"Male",2,"Other Race - Including Multi-Racial",NA,12287.866468,13809.894783,2,124
89058,"Female",73,"Non-Hispanic White","Some college or AA degree",60556.049726,0,2,133
89059,"Male",13,"Other Hispanic",NA,25359.517597,24742.339331,1,132
89060,"Male",1,"Other Hispanic",NA,10955.521972,11403.496026,2,129
89061,"Male",2,"Non-Hispanic White",NA,23261.238966,24001.139316,1,126
89062,"Female",15,"Non-Hispanic White",NA,84094.617631,86375.549324,2,128
89063,"Male",24,"Non-Hispanic White","High school graduate/GED or equivalent",58205.312264,61956.991606,2,132
89064,"Female",72,"Non-Hispanic White","Some college or AA degree",50198.473883,52403.503076,1,129
89065,"Male",4,"Non-Hispanic Black",NA,12200.938964,12826.065319,1,125
89066,"Male",12,"Other Hispanic",NA,19649.377447,19014.668385,2,122
89067,"Male",34,"Non-Hispanic White","High school graduate/GED or equivalent",36412.891552,37539.495202,1,130
89068,"Female",59,"Mexican American","Less than 9th grade",12309.727451,12880.414782,2,133
89069,"Female",63,"Other Race - Including Multi-Racial","College graduate or above",18844.004786,18770.362286,2,126
89070,"Male",63,"Mexican American","Less than 9th grade",11201.002279,10971.390128,1,128
89071,"Male",17,"Non-Hispanic Black",NA,15958.382775,16228.502249,1,126
89072,"Female",39,"Mexican American","Less than 9th grade",31832.859424,32970.46102,2,124
89073,"Female",61,"Non-Hispanic Black","Some college or AA degree",20366.352955,20286.761108,2,132
89074,"Female",19,"Other Hispanic",NA,12957.580972,12874.176037,1,123
89075,"Male",70,"Non-Hispanic White","High school graduate/GED or equivalent",15550.022979,0,2,126
89076,"Female",37,"Non-Hispanic White","Some college or AA degree",71702.641314,73519.989058,2,132
89077,"Male",53,"Non-Hispanic Black","9-11th grade (Includes 12th grade with no diploma)",22393.835487,22034.93698,2,131
89078,"Female",4,"Non-Hispanic White",NA,39754.536122,42621.485981,1,125
89079,"Male",75,"Non-Hispanic White","Some college or AA degree",88711.23904,88483.935503,1,126
89080,"Female",34,"Non-Hispanic White","Some college or AA degree",70582.287543,89368.68442,1,131
89081,"Male",43,"Non-Hispanic Black","High school graduate/GED or equivalent",18432.478925,18137.067754,2,131
89082,"Male",15,"Other Race - Including Multi-Racial",NA,15328.586648,16636.690457,2,120
89083,"Female",46,"Non-Hispanic White","Some college or AA degree",68376.771287,67640.754509,1,131
89084,"Female",67,"Other Hispanic","Less than 9th grade",8459.537245,8100.201903,1,124
89085,"Female",17,"Other Race - Including Multi-Racial",NA,53055.706542,55044.886696,1,131
89086,"Female",17,"Mexican American",NA,15132.510544,17671.904798,2,130
89087,"Male",41,"Non-Hispanic Black","High school graduate/GED or equivalent",25971.61008,25555.371776,1,132
89088,"Male",36,"Other Hispanic","High school graduate/GED or equivalent",18005.299369,18102.807159,1,119
89089,"Female",7,"Mexican American",NA,12002.693775,11960.435167,1,120
89090,"Female",56,"Non-Hispanic White","College graduate or above",159594.879216,165487.499873,1,129
89091,"Male",70,"Non-Hispanic Black","Some college or AA degree",10978.89267,11425.493677,1,131
89092,"Female",13,"Mexican American",NA,12190.642268,16356.141551,1,121
89093,"Female",57,"Non-Hispanic White","9-11th grade (Includes 12th grade with no diploma)",45698.534689,45414.087285,1,125
89094,"Male",1,"Mexican American",NA,10154.182436,11199.089327,1,128
89095,"Male",54,"Other Hispanic","Some college or AA degree",30446.455332,34220.55423,2,120
89096,"Female",80,"Non-Hispanic Black","Less than 9th grade",18386.220454,20903.96515,2,132
89097,"Female",71,"Other Race - Including Multi-Racial","Some college or AA degree",22563.949291,24322.010697,2,130
89098,"Female",0,"Other Hispanic",NA,5528.440021,5686.427763,2,122
89099,"Male",59,"Non-Hispanic Black","High school graduate/GED or equivalent",31955.329216,31603.958217,2,121
89100,"Male",4,"Other Hispanic",NA,12340.831747,13677.433807,1,119
89101,"Male",4,"Non-Hispanic Black",NA,9943.815146,10453.295682,2,132
89102,"Male",60,"Other Hispanic","9-11th grade (Includes 12th grade with no diploma)",9402.801307,9210.050928,1,129
89103,"Male",64,"Mexican American","Less than 9th grade",7213.549919,9656.736426,2,133
89104,"Female",43,"Other Race - Including Multi-Racial","Some college or AA degree",26613.406719,28198.842693,1,128
89105,"Female",16,"Other Hispanic",NA,16940.802989,0,1,128
89106,"Female",44,"Non-Hispanic Black","College graduate or above",18444.446012,19079.635179,2,131
89107,"Female",69,"Other Race - Including Multi-Racial","Some college or AA degree",16479.113429,16414.712941,1,119
89108,"Male",28,"Non-Hispanic White","College graduate or above",163670.589745,175951.534318,2,130
89109,"Male",14,"Non-Hispanic Black",NA,16880.108827,16770.24654,2,123
89110,"Male",6,"Other Race - Including Multi-Racial",NA,11198.221163,11055.24462,1,129
89111,"Female",27,"Non-Hispanic White","College graduate or above",93582.503933,93772.168137,2,123
89112,"Male",8,"Non-Hispanic Black",NA,11828.621486,12151.610322,2,128
89113,"Male",4,"Mexican American",NA,15969.293691,18365.920437,2,123
89114,"Female",10,"Other Hispanic",NA,9838.168708,9759.03617,1,124
89115,"Female",50,"Other Hispanic","High school graduate/GED or equivalent",14127.872184,14782.849941,1,127
89116,"Male",22,"Non-Hispanic Black","High school graduate/GED or equivalent",38412.89322,40089.298926,1,126
89117,"Male",10,"Non-Hispanic White",NA,37932.418283,37937.828664,1,120
89118,"Male",7,"Mexican American",NA,14378.296616,14809.699205,1,128
89119,"Male",26,"Non-Hispanic White","College graduate or above",149835.21563,171133.499543,2,119
89120,"Female",47,"Other Hispanic","Less than 9th grade",22580.712387,23207.589204,1,125
89121,"Female",3,"Non-Hispanic Black",NA,9222.668295,10603.571075,2,130
89122,"Female",58,"Other Hispanic","9-11th grade (Includes 12th grade with no diploma)",19129.33389,19660.394901,1,133
89123,"Male",29,"Non-Hispanic White","High school graduate/GED or equivalent",64549.713681,69240.343982,1,120
89124,"Male",39,"Non-Hispanic White","High school graduate/GED or equivalent",52560.598906,54186.807649,2,127
89125,"Male",1,"Other Race - Including Multi-Racial",NA,8278.418034,8174.087353,1,121
89126,"Male",28,"Non-Hispanic White","Some college or AA degree",101741.19579,109375.29785,2,130
89127,"Male",35,"Non-Hispanic White","Some college or AA degree",35876.150487,36986.147534,2,131
89128,"Female",28,"Other Race - Including Multi-Racial","College graduate or above",20520.618345,21239.306577,2,121
89129,"Female",78,"Non-Hispanic White","Some college or AA degree",47241.853993,49728.97364,1,125
89130,"Male",50,"Other Hispanic","Some college or AA degree",21863.11268,24573.232745,1,124
89131,"Male",51,"Mexican American","High school graduate/GED or equivalent",26862.0471,27565.055553,1,127
89132,"Female",0,"Mexican American",NA,5942.407902,6168.510836,1,128
89133,"Female",5,"Non-Hispanic Black",NA,19180.166183,19757.193941,1,129
89134,"Male",37,"Non-Hispanic White","Some college or AA degree",122996.106905,125553.814968,2,125
89135,"Male",2,"Non-Hispanic White",NA,19570.287082,20131.670796,2,130
89136,"Male",2,"Non-Hispanic Black",NA,8656.283422,9099.796084,2,125
89137,"Male",60,"Non-Hispanic White","Some college or AA degree",136974.436133,135671.689351,2,119
89138,"Male",27,"Mexican American","High school graduate/GED or equivalent",28512.321917,30429.933561,1,121
89139,"Female",11,"Non-Hispanic White",NA,29034.837972,28501.964399,2,132
89140,"Male",4,"Mexican American",NA,12977.535438,14312.976897,1,120
89141,"Male",45,"Non-Hispanic White","Some college or AA degree",110734.590152,110757.456239,2,121
89142,"Female",0,"Other Race - Including Multi-Racial",NA,10024.751817,10183.648132,2,121
89143,"Female",7,"Other Hispanic",NA,11762.85529,11639.969439,1,129
89144,"Male",75,"Non-Hispanic White","High school graduate/GED or equivalent",71819.854686,72838.249657,1,130
89145,"Male",11,"Non-Hispanic White",NA,25639.900184,25604.48575,2,124
89146,"Female",42,"Other Hispanic","Some college or AA degree",20070.17239,20839.512281,1,127
89147,"Female",0,"Other Hispanic",NA,6187.524435,6364.347012,2,130
89148,"Male",3,"Non-Hispanic Black",NA,11570.142693,11776.497531,1,126
89149,"Male",66,"Mexican American","High school graduate/GED or equivalent",10454.268793,10097.414448,1,128
89150,"Male",2,"Other Race - Including Multi-Racial",NA,20245.681335,20970.111991,2,124
89151,"Female",6,"Other Hispanic",NA,14381.66874,19217.95307,1,122
89152,"Female",20,"Mexican American","College graduate or above",24259.115981,25679.222083,1,128
89153,"Female",61,"Other Race - Including Multi-Racial","Some college or AA degree",22392.589577,0,1,126
89154,"Female",1,"Mexican American",NA,10346.978971,10840.282443,1,122
89155,"Female",14,"Other Hispanic",NA,12118.846198,16259.813017,2,129
89156,"Female",62,"Mexican American","9-11th grade (Includes 12th grade with no diploma)",7727.28617,7399.054621,1,120
89157,"Male",61,"Non-Hispanic Black","9-11th grade (Includes 12th grade with no diploma)",11885.516628,12267.52054,2,131
89158,"Male",55,"Non-Hispanic White","High school graduate/GED or equivalent",119497.290988,123174.726562,2,120
89159,"Male",18,"Mexican American",NA,14528.48844,14059.192998,1,133
89160,"Female",35,"Non-Hispanic White","High school graduate/GED or equivalent",53533.690376,57415.754509,2,126
89161,"Female",74,"Non-Hispanic Black","9-11th grade (Includes 12th grade with no diploma)",18386.220454,22758.126982,2,132
89162,"Male",51,"Mexican American","High school graduate/GED or equivalent",26280.827961,26046.288437,1,128
89163,"Female",3,"Non-Hispanic Black",NA,11246.7063,11690.477605,2,125
89164,"Female",56,"Other Race - Including Multi-Racial","College graduate or above",22449.355563,0,1,129
89165,"Female",72,"Non-Hispanic Black","High school graduate/GED or equivalent",16035.444165,16018.196896,1,124
89166,"Male",47,"Non-Hispanic White","Some college or AA degree",174686.833452,180562.622596,1,132
89167,"Male",38,"Mexican American","9-11th grade (Includes 12th grade with no diploma)",24494.468888,25463.372657,1,121
89168,"Female",56,"Non-Hispanic Black","High school graduate/GED or equivalent",23643.976359,24723.4969,1,125
89169,"Male",44,"Mexican American","9-11th grade (Includes 12th grade with no diploma)",29606.363505,31018.683692,1,122
89170,"Female",17,"Mexican American",NA,11493.802029,11551.272692,1,123
89171,"Female",70,"Non-Hispanic White","High school graduate/GED or equivalent",57273.660832,59293.667377,2,123
89172,"Male",32,"Non-Hispanic White","Some college or AA degree",29057.327958,29890.378965,2,126
89173,"Male",63,"Non-Hispanic Black","College graduate or above",18715.227122,18597.651093,2,127
89174,"Female",30,"Other Race - Including Multi-Racial","College graduate or above",22094.220431,23454.652004,2,120
89175,"Female",44,"Mexican American","Less than 9th grade",23957.283396,24622.376034,1,121
89176,"Female",16,"Non-Hispanic White",NA,49822.138871,52073.609581,1,130
89177,"Male",62,"Non-Hispanic White","College graduate or above",120213.608097,119070.27146,1,119
89178,"Male",21,"Non-Hispanic Black","High school graduate/GED or equivalent",34007.223882,35491.358489,2,130
89179,"Female",1,"Non-Hispanic White",NA,19155.014334,20536.403001,1,131
89180,"Male",32,"Other Hispanic","High school graduate/GED or equivalent",25036.181429,26026.513192,1,127
89181,"Male",58,"Other Race - Including Multi-Racial","College graduate or above",14038.287073,14215.49167,2,123
89182,"Female",55,"Other Race - Including Multi-Racial","Less than 9th grade",19921.395148,21005.684913,2,128
89183,"Female",24,"Mexican American","Some college or AA degree",22264.06901,22606.613933,1,120
89184,"Male",66,"Other Hispanic","College graduate or above",8579.210649,8403.343261,1,124
89185,"Male",24,"Non-Hispanic White","College graduate or above",112578.311583,121025.571453,2,121
89186,"Male",80,"Non-Hispanic White","9-11th grade (Includes 12th grade with no diploma)",43304.459309,46276.940359,2,123
89187,"Female",12,"Non-Hispanic Black",NA,20270.180159,19854.899823,1,126
89188,"Female",70,"Other Hispanic","High school graduate/GED or equivalent",8098.886819,8484.028681,2,119
89189,"Female",48,"Non-Hispanic Black","Some college or AA degree",25831.002687,26720.569826,1,119
89190,"Male",47,"Non-Hispanic Black","Some college or AA degree",16205.953591,16460.041158,2,133
89191,"Female",6,"Non-Hispanic White",NA,26548.230247,26060.993145,1,123
89192,"Male",44,"Other Hispanic","High school graduate/GED or equivalent",29291.316311,29751.892485,1,123
89193,"Male",0,"Mexican American",NA,7359.501338,7207.006159,1,121
89194,"Male",49,"Non-Hispanic White","High school graduate/GED or equivalent",167265.231126,166448.732252,1,121
89195,"Male",12,"Non-Hispanic White",NA,26141.95006,27005.619009,1,131
89196,"Female",2,"Mexican American",NA,9813.357329,11742.317378,1,130
89197,"Female",47,"Other Race - Including Multi-Racial","Some college or AA degree",23508.595502,25113.750145,2,132
89198,"Male",8,"Non-Hispanic White",NA,52105.477663,59737.697824,1,126
89199,"Female",5,"Other Hispanic",NA,17169.094635,17987.64989,1,126
89200,"Female",31,"Non-Hispanic Black","College graduate or above",24882.18544,24929.511277,2,129
89201,"Male",50,"Non-Hispanic White","High school graduate/GED or equivalent",37035.631514,37981.179534,2,132
89202,"Male",5,"Non-Hispanic White",NA,30301.111502,30996.476154,1,120
89203,"Male",76,"Non-Hispanic White","High school graduate/GED or equivalent",63972.477544,64342.123829,2,132
89204,"Male",45,"Mexican American","High school graduate/GED or equivalent",38173.249812,38773.485362,1,129
89205,"Male",7,"Mexican American",NA,12192.429799,12411.853853,2,126
89206,"Female",26,"Non-Hispanic Black","Some college or AA degree",16353.754322,17081.542426,1,119
89207,"Male",18,"Mexican American",NA,14494.451776,14026.255778,1,121
89208,"Male",57,"Non-Hispanic Black","Some college or AA degree",30720.507621,31202.163884,1,132
89209,"Male",2,"Non-Hispanic White",NA,20750.388632,20918.786642,2,131
89210,"Female",4,"Other Race - Including Multi-Racial",NA,10239.101099,10643.114428,2,132
89211,"Female",29,"Non-Hispanic White","High school graduate/GED or equivalent",48296.7814,48875.610864,2,126
89212,"Female",7,"Non-Hispanic White",NA,61510.342387,60381.449024,1,130
89213,"Female",1,"Non-Hispanic White",NA,25012.720018,0,2,132
89214,"Male",51,"Other Race - Including Multi-Racial","Some college or AA degree",20884.165565,20976.165707,2,122
89215,"Female",19,"Other Hispanic",NA,11480.452665,13406.993238,1,123
89216,"Female",70,"Other Race - Including Multi-Racial","High school graduate/GED or equivalent",21129.043851,22775.305154,2,120
89217,"Female",17,"Non-Hispanic White",NA,51673.171822,53191.686895,1,122
89218,"Female",29,"Non-Hispanic Black","Some college or AA degree",29473.500659,29545.883198,1,123
89219,"Male",0,"Non-Hispanic White",NA,10520.2673,10534.030047,1,125
89220,"Male",1,"Non-Hispanic White",NA,15491.568941,17821.755088,2,123
89221,"Male",30,"Mexican American","9-11th grade (Includes 12th grade with no diploma)",28347.33649,0,2,122
89222,"Female",53,"Mexican American","High school graduate/GED or equivalent",11709.112101,11742.14525,1,120
89223,"Female",43,"Non-Hispanic White","Some college or AA degree",90320.308574,89348.088605,1,131
89224,"Male",18,"Other Race - Including Multi-Racial",NA,8703.857332,8573.79688,2,129
89225,"Female",61,"Other Hispanic","Less than 9th grade",9936.275496,0,1,125
89226,"Male",1,"Other Race - Including Multi-Racial",NA,13561.088789,13704.880099,2,130
89227,"Female",33,"Other Hispanic","Less than 9th grade",36378.093162,36802.870322,2,130
89228,"Female",32,"Non-Hispanic White","Some college or AA degree",104322.538079,0,1,120
89229,"Female",15,"Non-Hispanic Black",NA,26590.123678,29302.564212,1,132
89230,"Female",31,"Non-Hispanic White","Some college or AA degree",72966.977996,74981.505143,1,122
89231,"Female",70,"Other Hispanic","College graduate or above",10254.081934,10475.60658,2,125
89232,"Male",76,"Non-Hispanic White","Some college or AA degree",84812.166401,89801.322531,2,123
89233,"Female",31,"Non-Hispanic White","High school graduate/GED or equivalent",48335.178944,49560.263917,2,130
89234,"Male",22,"Other Race - Including Multi-Racial","High school graduate/GED or equivalent",29682.637457,30978.039564,2,131
89235,"Male",10,"Mexican American",NA,11149.215412,11322.364185,1,127
89236,"Female",3,"Other Race - Including Multi-Racial",NA,10682.103869,11003.470764,1,126
89237,"Male",78,"Non-Hispanic White","9-11th grade (Includes 12th grade with no diploma)",21950.160777,27753.11708,2,119
89238,"Female",8,"Non-Hispanic Black",NA,8178.236636,8162.16989,2,126
89239,"Male",24,"Non-Hispanic Black","College graduate or above",26693.86723,26633.56637,2,126
89240,"Male",0,"Non-Hispanic Black",NA,9749.065821,10876.242767,2,120
89241,"Female",44,"Non-Hispanic Black","College graduate or above",26185.826443,27087.61299,1,129
89242,"Female",1,"Non-Hispanic White",NA,28420.93601,28411.690415,2,125
89243,"Female",49,"Non-Hispanic Black","College graduate or above",20555.854012,21494.37917,2,129
89244,"Male",49,"Non-Hispanic White","College graduate or above",152628.88895,151883.836825,1,129
89245,"Male",5,"Other Hispanic",NA,13146.727904,13444.459959,1,129
89246,"Female",0,"Non-Hispanic Black",NA,6049.439789,6344.018639,2,125
89247,"Male",7,"Non-Hispanic Black",NA,9647.58677,11952.258132,1,125
89248,"Female",80,"Non-Hispanic White","High school graduate/GED or equivalent",37820.922342,40193.271124,1,131
89249,"Female",57,"Non-Hispanic White","College graduate or above",165365.835084,165176.765455,1,122
89250,"Female",56,"Non-Hispanic Black","Some college or AA degree",34380.685844,36422.66388,2,130
89251,"Female",9,"Mexican American",NA,15171.766149,16593.932759,2,128
89252,"Female",1,"Non-Hispanic White",NA,17306.224834,17511.019555,1,125
89253,"Female",54,"Non-Hispanic Black","Some college or AA degree",21275.474447,21321.154045,2,131
89254,"Male",0,"Other Race - Including Multi-Racial",NA,7539.961762,7649.25541,1,119
89255,"Female",55,"Mexican American","High school graduate/GED or equivalent",10407.990082,10696.932591,2,133
89256,"Male",35,"Other Race - Including Multi-Racial","Some college or AA degree",24532.143318,25903.415084,2,126
89257,"Male",3,"Mexican American",NA,13886.016692,0,1,128
89258,"Female",10,"Non-Hispanic Black",NA,13779.224002,13910.454813,2,125
89259,"Male",38,"Other Race - Including Multi-Racial","Some college or AA degree",19563.816372,20702.968626,1,124
89260,"Female",80,"Non-Hispanic White","Less than 9th grade",71028.651737,0,1,126
89261,"Female",52,"Non-Hispanic Black","College graduate or above",23173.227433,23971.266204,1,126
89262,"Male",4,"Mexican American",NA,16935.442798,17627.937321,1,132
89263,"Male",80,"Non-Hispanic Black","High school graduate/GED or equivalent",12719.696197,13018.590906,2,121
89264,"Male",26,"Other Race - Including Multi-Racial","College graduate or above",22914.173079,21661.596876,1,129
89265,"Female",52,"Non-Hispanic Black","Some college or AA degree",18830.733396,19690.494174,2,133
89266,"Male",39,"Non-Hispanic White","Some college or AA degree",109606.026872,112997.203586,1,130
89267,"Male",25,"Non-Hispanic White","Some college or AA degree",63573.403622,68343.603616,1,130
89268,"Male",34,"Mexican American","College graduate or above",32250.706126,33526.415793,1,128
89269,"Male",5,"Non-Hispanic Black",NA,12396.581457,12617.675926,1,126
89270,"Female",25,"Mexican American","Less than 9th grade",22264.06901,23323.040405,1,120
89271,"Male",57,"Non-Hispanic White","Some college or AA degree",89408.724254,92914.23027,2,125
89272,"Female",14,"Non-Hispanic White",NA,93986.35304,108608.195374,1,126
89273,"Female",19,"Other Hispanic",NA,10343.593556,10519.432614,1,133
89274,"Female",3,"Non-Hispanic Black",NA,12990.460718,0,1,132
89275,"Female",67,"Other Hispanic","9-11th grade (Includes 12th grade with no diploma)",8294.635914,8075.617835,1,127
89276,"Female",45,"Mexican American","9-11th grade (Includes 12th grade with no diploma)",19288.330479,20447.942613,1,121
89277,"Female",6,"Mexican American",NA,20993.705101,24129.444617,2,127
89278,"Female",25,"Non-Hispanic White","High school graduate/GED or equivalent",81810.60822,85414.829324,2,122
89279,"Male",11,"Other Race - Including Multi-Racial",NA,13874.063986,14319.009909,1,126
89280,"Male",57,"Non-Hispanic Black","High school graduate/GED or equivalent",20021.083385,19700.212182,2,119
89281,"Female",7,"Non-Hispanic Black",NA,9745.595605,9794.528022,2,131
89282,"Female",1,"Other Hispanic",NA,12903.914713,15440.369376,2,123
89283,"Female",0,"Non-Hispanic White",NA,11712.781506,11594.910846,1,130
89284,"Female",42,"Mexican American","9-11th grade (Includes 12th grade with no diploma)",15893.280165,15938.117476,1,121
89285,"Male",5,"Non-Hispanic Black",NA,11570.142693,11776.497531,1,126
89286,"Male",19,"Other Race - Including Multi-Racial",NA,10054.782763,13066.748222,1,133
89287,"Male",0,"Non-Hispanic Black",NA,11082.916855,12844.09115,2,130
89288,"Female",52,"Non-Hispanic Black","High school graduate/GED or equivalent",21451.114656,21497.171362,2,126
89289,"Female",53,"Other Race - Including Multi-Racial","9-11th grade (Includes 12th grade with no diploma)",27392.546081,27823.158146,2,122
89290,"Male",36,"Mexican American","Some college or AA degree",28259.341792,28412.380401,1,120
89291,"Female",13,"Mexican American",NA,16940.802989,16831.758981,1,128
89292,"Male",32,"Mexican American","High school graduate/GED or equivalent",27439.316611,28524.706844,1,120
89293,"Male",80,"Non-Hispanic White","College graduate or above",44843.452034,47921.571782,2,130
89294,"Female",63,"Mexican American","College graduate or above",7798.22112,8001.673634,1,121
89295,"Female",48,"Other Hispanic","High school graduate/GED or equivalent",17470.621836,0,1,123
89296,"Female",12,"Other Hispanic",NA,16084.752807,16165.178883,2,128
89297,"Male",19,"Mexican American",NA,18791.011654,18612.96153,1,127
89298,"Male",1,"Non-Hispanic Black",NA,7178.099853,7306.122097,2,126
89299,"Female",58,"Non-Hispanic Black","College graduate or above",25407.284654,26282.259806,2,130
89300,"Male",0,"Mexican American",NA,5897.945442,6176.195139,1,127
89301,"Male",15,"Mexican American",NA,14528.48844,14059.192998,1,133
89302,"Female",30,"Non-Hispanic Black","Some college or AA degree",29290.014365,29281.094914,2,130
89303,"Female",80,"Non-Hispanic White","High school graduate/GED or equivalent",59071.63354,67842.442747,2,130
89304,"Female",30,"Non-Hispanic White","College graduate or above",104371.901581,103731.120643,2,129
89305,"Female",32,"Non-Hispanic Black","Some college or AA degree",18961.963179,18956.188846,2,132
89306,"Male",17,"Non-Hispanic Black",NA,14516.231877,14456.783524,1,132
89307,"Female",15,"Non-Hispanic White",NA,40941.854244,41950.443246,2,123
89308,"Male",60,"Mexican American","Less than 9th grade",7418.895635,7873.833634,2,121
89309,"Female",2,"Non-Hispanic White",NA,17767.045561,17977.293445,2,131
89310,"Female",80,"Mexican American","Less than 9th grade",11817.130541,14280.6066,1,128
89311,"Male",19,"Other Race - Including Multi-Racial",NA,9336.797283,9197.278903,1,125
89312,"Male",39,"Mexican American","College graduate or above",25036.181429,0,1,127
89313,"Male",51,"Other Race - Including Multi-Racial","9-11th grade (Includes 12th grade with no diploma)",14025.823362,14364.529128,1,121
89314,"Female",39,"Non-Hispanic Black","Some college or AA degree",24274.430192,23521.87653,2,132
